ID	ID_rekl	LiczbaFiksacji	CzasFiksacji	CzasNaAOI	PLEC	WIEK4	pismo	tematyka	rodzaj	wielkosc	branza	ADReach	ADExp	ADExpTime	Zauważalność		
ID010100067	438	4	524,5	2098	1	2	natgeo	magazyny specjalistyczne	normal	Full Page	Auto-moto	0,8	26,9344	14,619	100		
ID010100068	438	3	558,6666667	1676	1	1	natgeo	magazyny specjalistyczne	normal	Full Page	Auto-moto	0,8	3,8098	1,329	100		
ID010100068	429	18	451,5555556	8128	1	1	natgeo	magazyny specjalistyczne	normal	Full Page	Kultura i rozrywka	0,8	3,8098	1,4176	100		
ID010100069	438	5	409,2	2046	1	2	natgeo	magazyny specjalistyczne	normal	Full Page	Auto-moto	0,8	1,8606	0,9746	100		
ID010100069	429	1	310	310	1	2	natgeo	magazyny specjalistyczne	normal	Full Page	Kultura i rozrywka	0,8	7,2652	5,0502	100		
ID010100069	439	1	301	301	1	2	natgeo	magazyny specjalistyczne	normal	Full Page	Kultura i rozrywka	0,8	2,0378	0,6202	100		
ID010100069	432	11	553,2727273	6086	1	2	natgeo	magazyny specjalistyczne	normal	Full Page	Firma	0,8	8,0626	3,2782	100		
ID010100069	433	27	549,2140913	14828,78047	1	2	natgeo	magazyny specjalistyczne	edytorial	Full Page	Komputery	0,8	3,987	2,215	100		
ID010100069	437	15	737,5487754	11063,23163	1	2	natgeo	magazyny specjalistyczne	edytorial	Full Page	Turystyka i sport	0,8	3,987	1,6834	100		
ID010100069	435	22	617	13574	1	2	natgeo	magazyny specjalistyczne	edytorial	Full Page	Firma	0,8	3,987	1,772	100		
ID010100062	429	15	441,7186977	6625,780466	2	3	natgeo	magazyny specjalistyczne	normal	Full Page	Kultura i rozrywka	0,8	2,0378	0,7088	100		
ID012600002	454	8	544,125	4353	2	2	newswe	społeczne	normal	Double Page	Obuwie i odzież	2,7	2,0378	0,9746	100		
ID012600002	447	18	656	11808	2	2	newswe	społeczne	edytorial	Full Page	Sieci handlowe	2,7	2,0378	0,886	100		
ID012600005	454	2	1234	2468	2	3	newswe	społeczne	normal	Double Page	Obuwie i odzież	2,7	34,111	19,6692	100		
ID012600005	447	4	738,25	2953	2	3	newswe	społeczne	edytorial	Full Page	Sieci handlowe	2,7	2,0378	0,886	100		
ID012600005	452	1	490	490	2	3	newswe	społeczne	normal	1/2 Page	Kultura i rozrywka	2,7	2,0378	0,886	100		
ID012600005	461	6	464,3333333	2786	2	3	newswe	społeczne	normal	1/2 Page	Turystyka i sport	2,7	6,0248	3,101	100		
ID012600005	466	1	388	388	2	3	newswe	społeczne	normal	Full Page	Kultura i rozrywka	2,7	10,0118	6,4678	100		
ID012600005	446	6	500	3000	2	3	newswe	społeczne	edytorial	Full Page	Komunikaty	2,7	3,987	3,1896	75		
ID012600007	454	6	444,1666667	2665	2	3	newswe	społeczne	normal	Double Page	Obuwie i odzież	2,7	2,0378	1,2404	100		
ID012600007	461	4	386	1544	2	3	newswe	społeczne	normal	1/2 Page	Turystyka i sport	2,7	2,0378	0,7088	100		
ID012600007	466	2	433,5	867	2	3	newswe	społeczne	normal	Full Page	Kultura i rozrywka	2,7	2,0378	0,7974	100		
ID012600007	442	3	622,6666667	1868	2	3	newswe	społeczne	normal	Mniejszy format	Kultura i rozrywka	2,7	2,0378	1,0632	75		
ID012600007	446	2	1275,5	2551	2	3	newswe	społeczne	edytorial	Full Page	Komunikaty	2,7	2,0378	2,0378	75		
ID012600007	462	2	505	1010	2	3	newswe	społeczne	normal	1/2 Page	Kultura i rozrywka	2,7	2,0378	1,329	100		
ID012600007	463	2	628,5	1257	2	3	newswe	społeczne	normal	1/2 Page	Kultura i rozrywka	2,7	2,0378	1,0632	100		
ID012600014	454	3	758,6666667	2276	1	3	newswe	społeczne	normal	Double Page	Obuwie i odzież	2,7	3,987	1,6834	100		
ID012600014	447	2	489	978	1	3	newswe	społeczne	edytorial	Full Page	Sieci handlowe	2,7	3,987	1,2404	100		
ID012600014	452	2	784	1568	1	3	newswe	społeczne	normal	1/2 Page	Kultura i rozrywka	2,7	2,0378	0,7088	100		
ID012600014	444	27	658,2962963	17774	1	3	newswe	społeczne	edytorial	Full Page	Turystyka i sport	2,7	3,987	1,6834	100		
ID012600014	451	1	656	656	1	3	newswe	społeczne	edytorial	1/2 Page	Przemysł	2,7	20,1122	12,1382	100		
ID012600014	457	1	345	345	1	3	newswe	społeczne	normal	Full Page	Przemysł	2,7	2,0378	1,0632	100		
ID012600016	454	3	468,2601554	1404,780466	1	1	newswe	społeczne	normal	Double Page	Obuwie i odzież	2,7	2,0378	0,6202	100		
ID012600016	447	10	705,2560932	7052,560932	1	1	newswe	społeczne	edytorial	Full Page	Sieci handlowe	2,7	22,0614	15,062	100		
ID012600016	446	1	399	399	1	1	newswe	społeczne	edytorial	Full Page	Komunikaty	2,7	8,0626	3,8984	75		
ID012600016	462	3	492	1476	1	1	newswe	społeczne	normal	1/2 Page	Kultura i rozrywka	2,7	3,987	2,658	100		
ID012600016	444	7	656,5714286	4596	1	1	newswe	społeczne	edytorial	Full Page	Turystyka i sport	2,7	14,0874	7,088	100		
ID012600023	454	3	843,6666667	2531	1	2	newswe	społeczne	normal	Double Page	Obuwie i odzież	2,7	3,987	1,6834	100		
ID012600023	447	31	1074,91856	33322,47536	1	2	newswe	społeczne	edytorial	Full Page	Sieci handlowe	2,7	24,0992	13,6444	100		
ID012600023	452	5	399,8	1999	1	2	newswe	społeczne	normal	1/2 Page	Kultura i rozrywka	2,7	3,987	2,0378	100		
ID012600023	461	7	489,2543523	3424,780466	1	2	newswe	społeczne	normal	1/2 Page	Turystyka i sport	2,7	8,0626	6,5564	100		
ID012600023	451	4	452,25	1809	1	2	newswe	społeczne	edytorial	1/2 Page	Przemysł	2,7	6,0248	5,316	100		
ID012600023	465	2	461,5	923	1	2	newswe	społeczne	normal	1/2 Page	Firma	2,7	12,0496	4,5186	100		
ID012600024	454	3	462,6666667	1388	1	4	newswe	społeczne	normal	Double Page	Obuwie i odzież	2,7	3,987	2,7466	100		
ID012600024	447	22	733,7172939	16141,78047	1	4	newswe	społeczne	edytorial	Full Page	Sieci handlowe	2,7	12,0496	5,759	100		
ID012600024	461	14	709,7543523	9936,560932	1	4	newswe	społeczne	normal	1/2 Page	Turystyka i sport	2,7	3,987	1,5948	100		
ID012600024	466	1	456	456	1	4	newswe	społeczne	normal	Full Page	Kultura i rozrywka	2,7	2,0378	1,8606	100		
ID012600024	442	1	344	344	1	4	newswe	społeczne	normal	Mniejszy format	Kultura i rozrywka	2,7	10,0118	6,8222	75		
ID012600024	462	1	300	300	1	4	newswe	społeczne	normal	1/2 Page	Kultura i rozrywka	2,7	2,0378	0,7974	100		
ID012600025	454	2	466	932	1	4	newswe	społeczne	normal	Double Page	Obuwie i odzież	2,7	22,0614	17,9858	100		
ID012600025	447	29	1178,008404	34162,24373	1	4	newswe	społeczne	edytorial	Full Page	Sieci handlowe	2,7	3,987	1,9492	100		
ID012600025	452	15	711,1707288	10667,56093	1	4	newswe	społeczne	normal	1/2 Page	Kultura i rozrywka	2,7	2,0378	1,2404	100		
ID012600025	462	2	311,5	623	1	4	newswe	społeczne	normal	1/2 Page	Kultura i rozrywka	2,7	2,0378	1,0632	100		
ID012600025	448	10	857,1	8571	1	4	newswe	społeczne	normal	1/2 Page	Kultura i rozrywka	2,7	2,0378	0,9746	50		
ID010900002	910	3	672	2016	2	2	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	36,1488	20,9982	100		
ID010900002	919	3	545	1635	2	2	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	3,987	2,1264	100		
ID010900002	917	1	654	654	2	2	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	6,0248	2,5694	66,66666667		
ID010900002	912	8	481,375	3851	2	2	party	kobiece rozrywka/historie/people	normal	Full Page	Turystyka i sport	1,6	36,1488	28,795	100		
ID010900002	908	6	844,7967444	5068,780466	2	2	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	2,0378	0,886	100		
ID010900007	910	16	490,625	7850	2	4	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	2,0378	2,3922	100		
ID010900007	919	16	598,625	9578	2	4	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	2,0378	0,886	100		
ID010900007	937	1	368	368	2	4	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	2,0378	0,886	100		
ID010900007	908	19	838,339535	15928,45117	2	4	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	26,137	19,4034	100		
ID010900007	909	5	420,2	2101	2	4	party	kobiece rozrywka/historie/people	normal	Full Page	Inna branża	1,6	8,0626	4,1642	100		
ID010900007	926	4	463,75	1855	2	4	party	kobiece rozrywka/historie/people	normal	Full Page	Żywność	1,6	3,987	1,4176	100		
ID010900009	910	16	783,2507561	12532,0121	2	2	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	8,0626	4,2528	100		
ID010900009	919	8	1172,390233	9379,121864	2	2	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	8,0626	3,6326	100		
ID010900009	926	4	831,8079079	3327,231631	2	2	party	kobiece rozrywka/historie/people	normal	Full Page	Żywność	1,6	3,987	2,0378	100		
ID010900009	935	1	479	479	2	2	party	kobiece rozrywka/historie/people	normal	1/2 Page	Kultura i rozrywka	1,6	8,0626	4,7844	100		
ID010900009	933	3	466	1398	2	2	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	3,987	2,5694	100		
ID010900014	910	14	599,7142857	8396	2	1	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	2,0378	2,3922	100		
ID010900014	919	13	583,1538462	7581	2	1	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	2,0378	0,7088	100		
ID010900014	917	2	311	622	2	1	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	2,0378	0,886	66,66666667		
ID010900014	926	27	639,4159863	17264,23163	2	1	party	kobiece rozrywka/historie/people	normal	Full Page	Żywność	1,6	2,0378	0,6202	100		
ID010900014	935	1	394	394	2	1	party	kobiece rozrywka/historie/people	normal	1/2 Page	Kultura i rozrywka	1,6	3,987	2,1264	100		
ID010900014	933	11	608,7272727	6696	2	1	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	3,987	6,1134	100		
ID010900014	916	2	427	854	2	1	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	42,1736	29,681	100		
ID010900014	929	1	666	666	2	1	party	kobiece rozrywka/historie/people	normal	Full Page	Sieci handlowe	1,6	2,0378	1,1518	100		
ID010900014	923	2	350	700	2	1	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	2,0378	0,886	100		
ID010900014	918	1	310	310	2	1	party	kobiece rozrywka/historie/people	normal	Full Page	Auto-moto	1,6	2,0378	1,5062	100		
ID010900015	910	19	814,5500613	15476,45117	2	3	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	2,0378	0,6202	100		
ID010900015	919	17	748,7058824	12728	2	3	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	3,987	1,772	100		
ID010900015	908	9	913	8217	2	3	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	2,0378	0,6202	100		
ID010900015	909	1	312	312	2	3	party	kobiece rozrywka/historie/people	normal	Full Page	Inna branża	1,6	8,0626	3,8984	100		
ID010900015	926	14	904,3414619	12660,78047	2	3	party	kobiece rozrywka/historie/people	normal	Full Page	Żywność	1,6	14,0874	5,6704	100		
ID010900015	935	7	1024,285714	7170	2	3	party	kobiece rozrywka/historie/people	normal	1/2 Page	Kultura i rozrywka	1,6	6,0248	5,0502	100		
ID010900015	916	4	458,75	1835	2	3	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	2,0378	0,886	100		
ID010900015	929	30	986,0260155	29580,78047	2	3	party	kobiece rozrywka/historie/people	normal	Full Page	Sieci handlowe	1,6	1,5948	0,7088	100		
ID010900015	913	18	927,821137	16700,78047	2	3	party	kobiece rozrywka/historie/people	edytorial	Full Page	Kosmetyki	1,6	6,3792	2,8352	100		
ID010900019	910	18	720,0433592	12960,78047	2	1	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	4,7844	3,101	100		
ID010900019	919	21	624,7142857	13119	2	1	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	1,5948	0,5316	100		
ID010900019	908	2	515,5	1031	2	1	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	1,5948	0,7088	100		
ID010900019	931	2	787,5	1575	2	1	party	kobiece rozrywka/historie/people	normal	1/2 Page	Kosmetyki	1,6	3,1896	1,1518	33,33333333		
ID010900019	933	3	1080,186977	3240,560932	2	1	party	kobiece rozrywka/historie/people	normal	Full Page	Kosmetyki	1,6	11,075	5,4932	100		
ID010900019	932	1	470	470	2	1	party	kobiece rozrywka/historie/people	normal	1/2 Page	Zdrowie	1,6	1,5948	0,9746	33,33333333		
ID010900019	906	2	361	722	2	1	party	kobiece rozrywka/historie/people	normal	1/2 Page	Zdrowie	1,6	4,7844	2,3922	100		
ID010900025	910	17	504,1176471	8570	2	2	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	12,6698	10,4548	100		
ID010900025	919	15	706,9853644	10604,78047	2	2	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	6,3792	3,0124	100		
ID010900025	909	4	1000	4000	2	2	party	kobiece rozrywka/historie/people	normal	Full Page	Inna branża	1,6	3,1896	1,2404	100		
ID010900026	910	6	520,1666667	3121	2	3	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	1,5948	0,5316	100		
ID010900026	919	4	557	2228	2	3	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	3,1896	1,5062	100		
ID010900026	918	2	1122,5	2245	2	3	party	kobiece rozrywka/historie/people	normal	Full Page	Auto-moto	1,6	1,5948	0,5316	100		
ID010900041	910	4	449,5	1798	2	1	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	1,5948	1,329	100		
ID010900041	919	3	541	1623	2	1	party	kobiece rozrywka/historie/people	edytorial	Double Page	Obuwie i odzież	1,6	1,5948	0,7088	100		
ID010900041	918	30	891,8186977	26754,56093	2	1	party	kobiece rozrywka/historie/people	normal	Full Page	Auto-moto	1,6	1,5948	0,7088	100		
ID010900041	913	21	756,2224142	15880,6707	2	1	party	kobiece rozrywka/historie/people	edytorial	Full Page	Kosmetyki	1,6	1,5948	0,5316	100		
ID010900041	920	2	627,5	1255	2	1	party	kobiece rozrywka/historie/people	normal	1/2 Page	Zdrowie	1,6	1,5948	1,4176	50		
ID010100064	470	12	478,75	5745	2	2	polit	społeczne	normal	Double Page	Turystyka i sport	2,6	1,5948	0,5316	100		
ID010100064	478	2	411	822	2	2	polit	społeczne	normal	Full Page	Komputery	2,6	1,5948	0,9746	100		
ID010100065	470	3	968,6666667	2906	1	3	polit	społeczne	normal	Double Page	Turystyka i sport	2,6	1,5948	0,6202	100		
ID010100070	470	5	599,6	2998	1	2	polit	społeczne	normal	Double Page	Turystyka i sport	2,6	9,6574	6,9108	100		
ID010100070	479	3	755,3333333	2266	1	2	polit	społeczne	edytorial	Mniejszy format	Budownictwo	2,6	2,3922	1,1518	50		
ID010100070	478	5	473,2	2366	1	2	polit	społeczne	normal	Full Page	Komputery	2,6	6,0248	5,5818	100		
ID010100070	469	9	553,4444444	4981	1	2	polit	społeczne	normal	Full Page	Kultura i rozrywka	2,6	2,3922	1,329	100		
ID010100070	473	3	576,6666667	1730	1	2	polit	społeczne	normal	Mniejszy format	Turystyka i sport	2,6	6,0248	3,101	100		
ID010100070	472	1	639	639	1	2	polit	społeczne	normal	Mniejszy format	Kultura i rozrywka	2,6	2,3922	0,9746	100		
ID010100070	475	10	655,2	6552	1	2	polit	społeczne	normal	Mniejszy format	Kultura i rozrywka	2,6	27,7318	27,3774	100		
ID010100072	470	1	556	556	2	1	polit	społeczne	normal	Double Page	Turystyka i sport	2,6	8,417	5,9362	100		
ID010100072	469	3	675,3333333	2026	2	1	polit	społeczne	normal	Full Page	Kultura i rozrywka	2,6	6,0248	5,2274	100		
ID010100072	477	13	567,9230769	7383	2	1	polit	społeczne	normal	Mniejszy format	Kultura i rozrywka	2,6	8,417	5,2274	100		
ID010100073	470	11	612,1818182	6734	2	3	polit	społeczne	normal	Double Page	Turystyka i sport	2,6	3,6326	1,6834	100		
ID010100073	475	13	522,3846154	6791	2	3	polit	społeczne	normal	Mniejszy format	Kultura i rozrywka	2,6	22,9474	16,2138	100		
ID010100073	474	3	411	1233	2	3	polit	społeczne	normal	1/2 Page	Turystyka i sport	2,6	10,8978	9,4802	100		
ID010100083	470	5	614,6	3073	1	4	polit	społeczne	normal	Double Page	Turystyka i sport	2,6	1,2404	2,1264	100		
ID010100083	471	2	593,5	1187	1	4	polit	społeczne	normal	Full Page	Nieruchomości	2,6	1,2404	1,8606	100		
ID010100084	470	14	748,8571429	10484	1	2	polit	społeczne	normal	Double Page	Turystyka i sport	2,6	1,2404	0,443	100		
ID010100084	475	1	355	355	1	2	polit	społeczne	normal	Mniejszy format	Kultura i rozrywka	2,6	5,2274	5,0502	100		
ID012600031	496	5	904,9121864	4524,560932	2	3	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	12,1382	11,6952	100		
ID012600031	492	1	688	688	2	3	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	1,772	0,6202	100		
ID012600031	495	1	588	588	2	3	pordz	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	0,7	3,4554	1,5062	85,71428571		
ID012600031	489	1	655	655	2	3	pordz	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Żywność	0,7	3,4554	1,5948	50		
ID012600031	481	3	666,3333333	1999	2	3	pordz	kobiece poradniki/hobbystyczne	edytorial	Full Page	Auto-moto	0,7	1,772	0,7974	100		
ID012600031	490	2	584,8902331	1169,780466	2	3	pordz	kobiece poradniki/hobbystyczne	normal	1/2 Page	Fauna i flora	0,7	45,0974	47,4896	100		
ID012600031	486	4	839,5	3358	2	3	pordz	kobiece poradniki/hobbystyczne	normal	1/2 Page	Fauna i flora	0,7	5,2274	2,0378	100		
ID012600031	487	8	892,625	7141	2	3	pordz	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Kultura i rozrywka	0,7	3,4554	2,7466	100		
ID012600031	494	4	933,9451165	3735,780466	2	3	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	1,772	0,6202	100		
ID012600046	496	13	635,9230769	8267	2	3	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	1,772	0,7974	100		
ID012600046	495	4	544,25	2177	2	3	pordz	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	0,7	1,772	1,2404	85,71428571		
ID012600046	488	1	378	378	2	3	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	1,772	1,0632	100		
ID012600049	496	4	1141,140233	4564,560932	2	3	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	1,772	0,7088	100		
ID012600049	488	5	862,6902331	4313,451165	2	3	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	6,9108	2,8352	100		
ID012600051	496	4	538,25	2153	2	2	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	1,772	0,7974	100		
ID012600051	492	29	703,8469287	20411,56093	2	2	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	1,772	0,5316	100		
ID012600051	481	23	748,2078464	17208,78047	2	2	pordz	kobiece poradniki/hobbystyczne	edytorial	Full Page	Auto-moto	0,7	5,2274	4,43	100		
ID012600051	490	18	690,5433592	12429,78047	2	2	pordz	kobiece poradniki/hobbystyczne	normal	1/2 Page	Fauna i flora	0,7	13,9102	10,8978	100		
ID012600051	488	2	397	794	2	2	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	3,4554	1,2404	100		
ID012600058	495	1	401	401	2	2	pordz	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	0,7	8,6828	5,8476	85,71428571		
ID012600058	489	1	1519,560932	1519,560932	2	2	pordz	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Żywność	0,7	5,2274	3,6326	50		
ID012600058	488	2	1519,33535	3038,670699	2	2	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	6,9108	3,1896	100		
ID012600038	492	3	608,2601554	1824,780466	2	4	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	1,772	0,886	100		
ID012600038	495	4	1038,945117	4155,780466	2	4	pordz	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	0,7	1,772	0,7974	85,71428571		
ID012600038	481	2	594,5	1189	2	4	pordz	kobiece poradniki/hobbystyczne	edytorial	Full Page	Auto-moto	0,7	15,5936	8,1512	100		
ID012600038	488	7	691,8571429	4843	2	4	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	5,2274	2,8352	100		
ID012600040	492	7	723,7944189	5066,560932	2	4	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	8,6828	5,2274	100		
ID012600040	481	2	362,5	725	2	4	pordz	kobiece poradniki/hobbystyczne	edytorial	Full Page	Auto-moto	0,7	10,3662	7,3538	100		
ID012600040	488	1	1519,560932	1519,560932	2	4	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	6,9108	5,6704	100		
ID012600057	495	1	419	419	2	3	pordz	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	0,7	1,772	1,1518	85,71428571		
ID012600032	495	4	710,75	2843	1	4	pordz	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	0,7	1,772	2,658	85,71428571		
ID012600032	488	1	356	356	1	4	pordz	kobiece poradniki/hobbystyczne	normal	Full Page	Fauna i flora	0,7	1,772	1,9492	100		
ID010900001	827	23	569,5509	13099,6707	2	3	pprzep	kobiece poradniki/hobbystyczne	edytorial	Double Page	Zdrowie	2,4	1,772	1,329	100		
ID010900001	829	26	545,7307692	14189	2	3	pprzep	kobiece poradniki/hobbystyczne	edytorial	Full Page	Żywność	2,4	5,2274	3,544	100		
ID010900001	833	2	376,5	753	2	3	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2,4	1,772	2,4808	100		
ID010900003	827	1	1256	1256	2	2	pprzep	kobiece poradniki/hobbystyczne	edytorial	Double Page	Zdrowie	2,4	13,9102	10,5434	100		
ID010900003	826	1	410	410	2	2	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2,4	1,772	0,7088	85,71428571		
ID010900003	821	1	377	377	2	2	pprzep	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2,4	10,3662	6,4678	100		
ID010900003	818	1	399	399	2	2	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2,4	1,772	0,5316	100		
ID010900034	827	18	518,5989148	9334,780466	2	4	pprzep	kobiece poradniki/hobbystyczne	edytorial	Double Page	Zdrowie	2,4	5,2274	2,3036	100		
ID010900034	826	2	666	1332	2	4	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2,4	10,3662	6,4678	85,71428571		
ID010900034	821	6	388,3333333	2330	2	4	pprzep	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2,4	5,2274	1,772	100		
ID010900034	818	2	612,5	1225	2	4	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2,4	34,6426	32,6048	100		
ID010900034	832	18	666,4878037	11996,78047	2	4	pprzep	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2,4	3,4554	1,4176	83,33333333		
ID010900038	827	24	672,4166667	16138	2	4	pprzep	kobiece poradniki/hobbystyczne	edytorial	Double Page	Zdrowie	2,4	3,4554	1,772	100		
ID010900038	829	14	480,3571429	6725	2	4	pprzep	kobiece poradniki/hobbystyczne	edytorial	Full Page	Żywność	2,4	3,4554	1,4176	100		
ID010900038	826	6	527,8333333	3167	2	4	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2,4	10,3662	7,6196	85,71428571		
ID010900038	833	4	488,5	1954	2	4	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2,4	1,772	0,886	100		
ID010900038	832	20	775,45	15509	2	4	pprzep	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2,4	1,772	0,6202	83,33333333		
ID010900038	825	5	559,8	2799	2	4	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2,4	38,1866	31,2758	100		
ID010900038	819	1	421	421	2	4	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2,4	32,9592	24,8966	80		
ID010900021	826	2	484,5	969	2	2	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2,4	3,4554	2,4808	85,71428571		
ID010900021	833	3	454,6666667	1364	2	2	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2,4	10,3662	7,7968	100		
ID010900021	821	8	480,25	3842	2	2	pprzep	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2,4	17,3656	11,4294	100		
ID010900021	818	2	467,5	935	2	2	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2,4	8,6828	4,873	100		
ID010900028	826	11	840,7272727	9248	2	4	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2,4	3,4554	2,0378	85,71428571		
ID010900028	825	2	415,5	831	2	4	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2,4	6,9108	4,3414	100		
ID010900028	819	5	433,6	2168	2	4	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2,4	3,4554	4,2528	80		
ID010900045	826	16	864,5625	13833	2	3	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2,4	3,4554	2,3922	85,71428571		
ID010900045	821	8	544,75	4358	2	3	pprzep	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2,4	26,0484	21,707	100		
ID010900045	832	3	392,3333333	1177	2	3	pprzep	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2,4	3,4554	1,4176	83,33333333		
ID010900024	821	9	499,6666667	4497	2	3	pprzep	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2,4	29,5038	23,5676	100		
ID010900024	818	2	782	1564	2	3	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2,4	1,772	1,772	100		
ID010900024	832	4	467	1868	2	3	pprzep	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2,4	1,772	0,7088	83,33333333		
ID010900024	825	7	696,1428571	4873	2	3	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2,4	1,772	1,4176	100		
ID010900024	831	1	456	456	2	3	pprzep	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2,4	3,4554	3,3668	50		
